Bat species,Bat family,Continent,Country,Reference,Link,,,,,,,,,,,,,,,,,,,,,
Miniopterus schreibersii,Miniopteridae,Asia,China,Wu 2012 Journal of Virology  https://doi.org/10.1128/JVI.01394-12,https://doi.org/10.1128/JVI.01394-12,,,,,,,,,,,,,,,,,,,,,
Rhinolophus affinis,Rhinolophidae,Asia,China,Wu 2012 Journal of Virology  https://doi.org/10.1128/JVI.01394-12,https://doi.org/10.1128/JVI.01394-12,,,,,,,,,,,,,,,,,,,,,
Hipposideros pratti,Hipposideridae,Asia,China,Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138,https://doi.org/10.1038/ismej.2015.138,,,,,,,,,,,,,,,,,,,,,
Miniopterus fuliginosus,Miniopteridae,Asia,China,Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138,https://doi.org/10.1038/ismej.2015.138,,,,,,,,,,,,,,,,,,,,,
Chaerephon plicatus,Molossidae,Asia,China,Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138,https://doi.org/10.1038/ismej.2015.138,,,,,,,,,,,,,,,,,,,,,
Rhinolophus ferrumequinum,Rhinolophidae,Asia,China,Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138,https://doi.org/10.1038/ismej.2015.138,,,,,,,,,,,,,,,,,,,,,
Rhinolophus pusillus,Rhinolophidae,Asia,China,Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138,https://doi.org/10.1038/ismej.2015.138,,,,,,,,,,,,,,,,,,,,,
Rhinolophus sinicus,Rhinolophidae,Asia,China,Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138,https://doi.org/10.1038/ismej.2015.138,,,,,,,,,,,,,,,,,,,,,
Myotis daubentonii,Vespertilionidae,Asia,China,Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138,https://doi.org/10.1038/ismej.2015.138,,,,,,,,,,,,,,,,,,,,,
Myotis ricketti,Vespertilionidae,Asia,China,Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138,https://doi.org/10.1038/ismej.2015.138,,,,,,,,,,,,,,,,,,,,,
Nyctalus velutinus,Vespertilionidae,Asia,China,Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138,https://doi.org/10.1038/ismej.2015.138,,,,,,,,,,,,,,,,,,,,,
Pipistrellus abramus,Vespertilionidae,Asia,China,Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138,https://doi.org/10.1038/ismej.2015.138,,,,,,,,,,,,,,,,,,,,,
Tylonycteris pachypus,Vespertilionidae,Asia,China,Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138,https://doi.org/10.1038/ismej.2015.138,,,,,,,,,,,,,,,,,,,,,
Vespertilio superans,Vespertilionidae,Asia,China,Wu 2015 ISME J https://doi.org/10.1038/ismej.2015.138,https://doi.org/10.1038/ismej.2015.138,,,,,,,,,,,,,,,,,,,,,
Aselliscus stoliczkanus,Hipposideridae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Hipposideros armiger,Hipposideridae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Hipposideros larvatus,Hipposideridae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Hipposideros pomona,Hipposideridae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Megaderma lyra,Megadermatidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Miniopterus pusillus,Miniopteridae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Miniopterus schreibersii,Miniopteridae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Chaerephon plicatus,Molossidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Eonycteris spelaea,Pteropodidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Rousettus leschenaultii,Pteropodidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Rhinolophus affinis,Rhinolophidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Rhinolophus ferrumequinum,Rhinolophidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Rhinolophus malayanus,Rhinolophidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Rhinolophus pearsonii,Rhinolophidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Rhinolophus pusillus,Rhinolophidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Rhinolophus sinicus,Rhinolophidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Myotis adversus,Vespertilionidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Myotis chinensis,Vespertilionidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Myotis longipes,Vespertilionidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Myotis ricketti,Vespertilionidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Myotis siligorensis,Vespertilionidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Pipistrellus abramus,Vespertilionidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Scotophilus heathii,Vespertilionidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Scotophilus kuhlii,Vespertilionidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Tylonycteris pachypus,Vespertilionidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Tylonycteris robustula,Vespertilionidae,Asia,China,Wu 2021 Research Square https://doi.org/10.21203/rs.3.rs-885194/v1,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Hipposideros cineraceus,Hipposideridae,Asia,China,Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3,https://doi.org/10.1007/s12250-016-3727-3,,,,,,,,,,,,,,,,,,,,,
Cynopterus sphinx,Pteropodidae,Asia,China,Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3,https://doi.org/10.1007/s12250-016-3727-3,,,,,,,,,,,,,,,,,,,,,
Megaerops kusnotoi,Pteropodidae,Asia,China,Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3,https://doi.org/10.1007/s12250-016-3727-3,,,,,,,,,,,,,,,,,,,,,
Rousettus leschenaultii,Pteropodidae,Asia,China,Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3,https://doi.org/10.1007/s12250-016-3727-3,,,,,,,,,,,,,,,,,,,,,
Rhinolophus ferrumequinum,Rhinolophidae,Asia,China,Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3,https://doi.org/10.1007/s12250-016-3727-3,,,,,,,,,,,,,,,,,,,,,
Rhinolophus sinicus,Rhinolophidae,Asia,China,Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3,https://doi.org/10.1007/s12250-016-3727-3,,,,,,,,,,,,,,,,,,,,,
Murina leucogaster,Vespertilionidae,Asia,China,Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3,https://doi.org/10.1007/s12250-016-3727-3,,,,,,,,,,,,,,,,,,,,,
Myotis daubentonii,Vespertilionidae,Asia,China,Xu 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3727-3,https://doi.org/10.1007/s12250-016-3727-3,,,,,,,,,,,,,,,,,,,,,
Pteropus medius,Pteropodidae,Asia,India,Yadav 2020 Indian Journal of Medical Research https://doi.org/https://doi.org/10.4103/ijmr.IJMR_795_20,https://doi.org/https://doi.org/10.4103/ijmr.IJMR_795_20,,,,,,,,,,,,,,,,,,,,,
Chaerephon plicatus,Molossidae,Asia,China,Yang 2013 EID https://dx.doi.org/10.3201%2Feid1906.121648,https://dx.doi.org/10.3201%2Feid1906.121648,,,,,,,,,,,,,,,,,,,,,
Rhinolophus pusillus,Rhinolophidae,Asia,China,Yang 2013 EID https://dx.doi.org/10.3201%2Feid1906.121648,https://dx.doi.org/10.3201%2Feid1906.121648,,,,,,,,,,,,,,,,,,,,,
Vespertilio superans,Vespertilionidae,Asia,China,Yang 2014 EID https://dx.doi.org/10.3201%2Feid2007.140318,https://dx.doi.org/10.3201%2Feid2007.140318,,,,,,,,,,,,,,,,,,,,,
Rhinolophus sinicus,Rhinolophidae,Asia,China,Yang 2016 Journal of Virology https://doi.org/10.1128/JVI.02582-15,https://doi.org/10.1128/JVI.02582-15,,,,,,,,,,,,,,,,,,,,,
Rhinolophus sinicus,Rhinolophidae,Asia,China,Yuan 2010 J Gen Virol https://doi.org/10.1099/vir.0.016378-0,https://doi.org/10.1099/vir.0.016378-0,,,,,,,,,,,,,,,,,,,,,
Rhinolophus sinicus,Rhinolophidae,Asia,China,Yuen 2012 Hong Kong Medical Journal https://www.hkmj.org/abstracts/v18n1s2/25.htm,https://www.hkmj.org/abstracts/v18n1s2/25.htm,,,,,,,,,,,,,,,,,,,,,
Rhinolophus affinis,Rhinolophidae,Asia,China,Zhou 2018 Nature https://doi.org/10.1038/s41586-018-0010-9,https://doi.org/10.1038/s41586-018-0010-9,,,,,,,,,,,,,,,,,,,,,
Rhinolophus pusillus,Rhinolophidae,Asia,China,Zhou 2018 Nature https://doi.org/10.1038/s41586-018-0010-9,https://doi.org/10.1038/s41586-018-0010-9,,,,,,,,,,,,,,,,,,,,,
Rhinolophus rex,Rhinolophidae,Asia,China,Zhou 2018 Nature https://doi.org/10.1038/s41586-018-0010-9,https://doi.org/10.1038/s41586-018-0010-9,,,,,,,,,,,,,,,,,,,,,
Rhinolophus sinicus,Rhinolophidae,Asia,China,Zhou 2018 Nature https://doi.org/10.1038/s41586-018-0010-9,https://doi.org/10.1038/s41586-018-0010-9,,,,,,,,,,,,,,,,,,,,,
Rhinolophus malayanus,Rhinolophidae,Asia,China,Zhou 2020 Current Biology https://doi.org/10.1016/j.cub.2020.05.023,https://doi.org/10.1016/j.cub.2020.05.023,,,,,,,,,,,,,,,,,,,,,
Rhinolophus affinis,Rhinolophidae,Asia,China,Zhou 2020 Nature https://www.nature.com/articles/s41586-020-2012-7?rel=outboundd,https://www.nature.com/articles/s41586-020-2012-7?rel=outboundd,,,,,,,,,,,,,,,,,,,,,
Hipposideros cineraceus,Hipposideridae,Asia,China,Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008,https://doi.org/10.1016/j.cell.2021.06.008,,,,,,,,,,,,,,,,,,,,,
Hipposideros larvatus,Hipposideridae,Asia,China,Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008,https://doi.org/10.1016/j.cell.2021.06.008,,,,,,,,,,,,,,,,,,,,,
Hipposideros pomona,Hipposideridae,Asia,China,Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008,https://doi.org/10.1016/j.cell.2021.06.008,,,,,,,,,,,,,,,,,,,,,
Chaerephon plicatus,Molossidae,Asia,China,Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008,https://doi.org/10.1016/j.cell.2021.06.008,,,,,,,,,,,,,,,,,,,,,
Rhinolophus malayanus,Rhinolophidae,Asia,China,Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008,https://doi.org/10.1016/j.cell.2021.06.008,,,,,,,,,,,,,,,,,,,,,
Rhinolophus pusillus,Rhinolophidae,Asia,China,Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008,https://doi.org/10.1016/j.cell.2021.06.008,,,,,,,,,,,,,,,,,,,,,
Rhinolophus sinicus,Rhinolophidae,Asia,China,Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008,https://doi.org/10.1016/j.cell.2021.06.008,,,,,,,,,,,,,,,,,,,,,
Rhinolophus stheno,Rhinolophidae,Asia,China,Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008,https://doi.org/10.1016/j.cell.2021.06.008,,,,,,,,,,,,,,,,,,,,,
Murina cyclotis,Vespertilionidae,Asia,China,Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008,https://doi.org/10.1016/j.cell.2021.06.008,,,,,,,,,,,,,,,,,,,,,
Myotis laniger,Vespertilionidae,Asia,China,Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008,https://doi.org/10.1016/j.cell.2021.06.008,,,,,,,,,,,,,,,,,,,,,
Myotis muricola,Vespertilionidae,Asia,China,Zhou 2021 Cell https://doi.org/10.1016/j.cell.2021.06.008,https://doi.org/10.1016/j.cell.2021.06.008,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
